country,track.id,track name,popularity,danceability,energy,acousticness,liveness,tempo
Sweden,5BunxZhNY1xaN9CsXvbBxx,Mer av dig,53.0,0.649,0.81,0.185,0.116,120.128
Sweden,7vVLexVH1BvkF0xoXveBFt,Sticky Situation,52.0,0.798,0.572,0.165,0.0839,138.024
Sweden,05e7SNuOTnMpY6D39ZbNI6,I Care,46.0,0.672,0.403,0.405,0.107,84.692
Sweden,6KOzO2mUwSwe8a9GiJAn7X,Kan Inte Gå,38.0,0.721,0.414,0.219,0.164,144.758
Switzerland,373gDROnujxNTFa1FojYIl,Lost,79.0,0.596,0.798,0.00412,0.338,105.01
Switzerland,42koUxIEdY4kVqcLRjp6uE,SUPEREROI,77.0,0.47,0.619,0.228,0.26,136.083
Switzerland,2j8E9m3kDHfxFnGhN4fXaC,IL BENE NEL MALE,75.0,0.829,0.703,0.226,0.095,119.01
Switzerland,5mHdCZtVyb4DcJw8799hZp,Escapism.,72.0,0.538,0.742,0.138,0.0934,96.107
Switzerland,0mHC3BK9vFGoEU0EcGPWRZ,CENERE,70.0,0.652,0.628,0.305,0.221,119.856
Switzerland,473iuBry5Y4SSx9AGw9LLw,Sturkopf (mit ner Glock),68.0,0.777,0.683,0.234,0.371,137.199
Switzerland,4AdhQGPnOKrH0EJWXc2EEM,1995,66.0,0.755,0.682,0.483,0.221,86.966
Switzerland,77gw3ZwYga4BjxOKJW6Gas,Un Me Ty,63.0,0.735,0.555,0.414,0.279,147.991
Switzerland,3i5mGA6jZN6Mk8bmcE7Jbz,NUR SIE DARF,57.0,0.646,0.558,0.313,0.14,177.927
Switzerland,2a3mQSOYa91goACTglQ6Rz,Due Vite,55.0,0.635,0.541,0.4,0.0879,116.938
Switzerland,7BGdH2eCcjrjMmHFKRTofp,Joti,44.0,0.696,0.517,0.569,0.0963,93.905
Switzerland,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,3.0,0.697,0.802,0.0988,0.0614,139.951
Taiwan,19fp9nI0tq0lcBl7XoCHAb,唯一 (三立/台視戲劇《戀愛是科學》插曲),60.0,0.485,0.103,0.959,0.107,140.595
Taiwan,2TYYKysNZDTFzrm7Mr443o,又到天黑,33.0,0.506,0.455,0.124,0.126,159.911
Thailand,4pfjFUrtfnnkADqijqKmzP,ฉันคือนักสะสมความเศร้า,54.0,0.361,0.485,0.412,0.264,173.395
Thailand,6ck9dK5Wh0lZvvBsX49HZD,รู้กันแค่นี้ - mint,39.0,0.586,0.527,0.609,0.153,175.878
Thailand,592XwpszQAW8olTXXIesls,ลังเล,0.0,0.718,0.535,0.657,0.113,91.976
Turkey,4ist5GP5r7UDz9gdsiJmYd,NKBİ X YAPAMAM - Remix,76.0,0.558,0.67,0.0102,0.0756,99.999
Turkey,7toL7Re9rApzIuIFDaLQSe,Bi' Tek Ben Anlarım,75.0,0.66,0.529,0.0828,0.099,96.009
Turkey,4syfTeyd4GqV2l8qAz7sEa,Yanlış,60.0,0.619,0.537,0.191,0.105,75.994
UAE,5mHdCZtVyb4DcJw8799hZp,Escapism.,72.0,0.538,0.742,0.138,0.0934,96.107
UAE,0FA4wrjDJvJTTU8AepZTup,Watch This - ARIZONATEARS Pluggnb Remix,71.0,0.686,0.897,0.0103,0.153,129.975
UAE,3iBgrkexCzVuPy4O9vx7Mf,Glue Song,62.0,0.62,0.409,0.77,0.105,113.946
UAE,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,3.0,0.697,0.802,0.0988,0.0614,139.951
USA,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,0.561,0.965,0.00383,0.371,128.04
USA,4pAl7FkDMNBsjykPXo91B3,Needed Me,80.0,0.671,0.314,0.11,0.0825,110.898
USA,2ENexcMEMsYk0rVJigVD3i,Only Girl (In The World),78.0,0.789,0.706,0.112,0.0586,125.911
USA,7LR85XLWw2yXqKBSI5brbG,Run This Town,76.0,0.632,0.924,0.281,0.263,86.844
USA,0NTMtAO2BV4tnGvw9EgBVq,Bitch Better Have My Money,75.0,0.781,0.728,0.0509,0.257,102.99
USA,3qXsX3mYSsD1DmAvc3PE3N,Love You Anyway,74.0,0.532,0.489,0.149,0.237,139.807
USA,5mHdCZtVyb4DcJw8799hZp,Escapism.,72.0,0.538,0.742,0.138,0.0934,96.107
USA,1z9kQ14XBSN0r2v6fx4IdG,Diamonds,71.0,0.564,0.71,0.00125,0.109,91.972
USA,2yPoXCs7BSIUrucMdK5PzV,Umbrella,70.0,0.583,0.829,0.00864,0.0426,174.028
USA,1wTopxO5eQBpxrBXPSbsUn,A&W,63.0,0.416,0.248,0.647,0.113,161.667
USA,3iBgrkexCzVuPy4O9vx7Mf,Glue Song,62.0,0.62,0.409,0.77,0.105,113.946
USA,1zv3WFUbZ5vPxFq9I2jAU1,We Found Love,56.0,0.734,0.766,0.025,0.108,127.986
USA,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,3.0,0.697,0.802,0.0988,0.0614,139.951
Ukraine,1KEv0es8xWsrPU7VSFiZym,SMOKE IT OFF!,70.0,0.378,0.824,0.000119,0.359,148.161
Ukraine,1wTopxO5eQBpxrBXPSbsUn,A&W,63.0,0.416,0.248,0.647,0.113,161.667
Ukraine,0VGLb6IeeG5ZqonN5EavDu,Рассвет,57.0,0.551,0.827,0.00688,0.0707,99.97
Ukraine,44FopWyaddRoiuNrD8hlUw,Фортеця Бахмут,46.0,0.557,0.865,0.000375,0.0737,80.009
United Kingdom,1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,89.0,0.551,0.55,0.777,0.202,101.19
United Kingdom,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,88.0,0.612,0.807,0.0495,0.101,124.053
United Kingdom,1wTopxO5eQBpxrBXPSbsUn,A&W,63.0,0.416,0.248,0.647,0.113,161.667
United Kingdom,3iBgrkexCzVuPy4O9vx7Mf,Glue Song,62.0,0.62,0.409,0.77,0.105,113.946
United Kingdom,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,3.0,0.697,0.802,0.0988,0.0614,139.951
Uruguay,7w7BrPbOjF5OxChs2dxFve,En la Intimidad,72.0,0.804,0.555,0.0924,0.0699,89.946
Uruguay,7HdEUquZzUzPjgSllvlJGl,Quiero Creer,68.0,0.678,0.624,0.279,0.105,90.983
Uruguay,1vgh1s6f4qtY9TDKK8EfyJ,Tumbao,49.0,0.773,0.67,0.0663,0.293,104.949
Uruguay,2xVcCDRgG3TrH69TatsUxp,Cupido,36.0,0.913,0.584,0.521,0.307,119.873
Vietnam,3ukrFH17Zl6iEZ2QJ1Zwiy,Don't Côi,43.0,0.808,0.41,0.816,0.102,110.079
 Polska,1k66TKeE51BtgF0q2ZOCOy,Alien,37.0,0.749,0.65,0.0158,0.269,150.047
 Zimbabwe,1rrqJ9QkOBYJlsZgqqwxgB,Rush,79.0,0.792,0.503,0.0369,0.0959,99.97
 Zimbabwe,7cFPWLFiE60sdgzPsyydUJ,Hide & Seek,70.0,0.807,0.376,0.379,0.114,104.908
 Zimbabwe,2pPh2jjCqiIDjGdwMMsPQ1,Sugarcane,35.0,0.712,0.713,0.414,0.123,202.027
 Zimbabwe,6PxsqmDSQPxJj91YG11Emb,Heaven (feat. AKA & Maggz),32.0,0.657,0.561,0.0315,0.14,130.026
 Zimbabwe,56JrFFqOifHkas65zkO4FC,Ndiwe,22.0,0.798,0.742,0.226,0.188,103.05
 Zimbabwe,7BNoOZ2w0WF1Y4L4npKqBA,Shaker,22.0,0.904,0.737,0.0242,0.14,102.04
 Zimbabwe,6H6JXrg0jTlgXu9IOBXvVq,Paye,18.0,0.439,0.316,0.81,0.155,80.28
 Zimbabwe,3IZhTCJdnKZKZ7t5vqEaZg,Fadza Mutengi,1.0,0.863,0.723,0.379,0.0825,103.912
Argentina,4FAKtPVycI4DxoOHC01YqD,Yandel 150,82.0,0.783,0.729,0.0492,0.1,167.968
Argentina,2xVcCDRgG3TrH69TatsUxp,Cupido,58.0,0.913,0.584,0.521,0.307,119.873
Australia,3qXsX3mYSsD1DmAvc3PE3N,Love You Anyway,75.0,0.532,0.489,0.149,0.237,139.807
Australia,1zv3WFUbZ5vPxFq9I2jAU1,We Found Love,57.0,0.734,0.766,0.025,0.108,127.986
Australia,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,8.0,0.697,0.802,0.0988,0.0614,139.951
Austria,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,0.644,0.735,0.0521,0.161,88.98
Austria,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,87.0,0.696,0.809,0.252,0.248,132.962
Austria,6UN73IYd0hZxLi8wFPMQij,Players,86.0,0.954,0.516,0.03,0.0504,105.001
Austria,559SdaPI7mqy9IQiscuaMj,Sure Thing - Sped Up,76.0,0.753,0.458,0.0812,0.209,105.057
Austria,11eYmv0tA3wEoyD1Sad2Nv,Mangos mit Chili,72.0,0.888,0.607,0.147,0.111,103.136
Austria,07gGSxcPN5iEnszYgtx73S,Sie,64.0,0.679,0.751,0.0308,0.0665,97.982
Austria,6zJejIfVYLgjud3lTk4DLB,SNAP,28.0,0.565,0.636,0.107,0.447,170.01
Austria,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,8.0,0.697,0.802,0.0988,0.0614,139.951
Belgium,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,0.644,0.735,0.0521,0.161,88.98
Belgium,6UN73IYd0hZxLi8wFPMQij,Players,86.0,0.954,0.516,0.03,0.0504,105.001
Belgium,26b3oVLrRUaaybJulow9kz,People,85.0,0.573,0.422,0.551,0.102,124.357
Belgium,1zv3WFUbZ5vPxFq9I2jAU1,We Found Love,57.0,0.734,0.766,0.025,0.108,127.986
Belgium,6zJejIfVYLgjud3lTk4DLB,SNAP,28.0,0.565,0.636,0.107,0.447,170.01
Belgium,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,8.0,0.697,0.802,0.0988,0.0614,139.951
Bolivia,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,89.0,0.911,0.712,0.0901,0.0933,92.005
Bolivia,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,88.0,0.65,0.715,0.0993,0.126,106.672
Bolivia,40vzZFWG1h60TdZPuxuX3Y,Por el Resto de Tu Vida,78.0,0.781,0.662,0.355,0.161,91.999
Bolivia,60DHrnRAhNJMy4WeEf23NH,Butakera,76.0,0.871,0.563,0.56,0.0665,88.96
Bolivia,1aUq8rjW1EwkAkMri4VfJy,LOKERA,73.0,0.836,0.826,0.213,0.0814,102.025
Brazil,0JIYoXtJfORxI6gRpHv6ZW,Traumatizei - Ao Vivo Em Brasília,75.0,0.483,0.91,0.13,0.395,166.057
Brazil,22sAwsBH0NoNJXnrBenQuO,Sem Aliança no Dedo,70.0,0.532,0.355,0.732,0.105,82.713
Brazil,0redQHBfejmPUhonR5ppGC,Duas Três,65.0,0.656,0.842,0.574,0.689,159.918
Brazil,0bBwi6ddYeTv5fXgHAdfiH,Evoque Prata,9.0,0.872,0.519,0.306,0.276,86.768
Canada,2L9N0zZnd37dwF0clgxMGI,ceilings,80.0,0.516,0.322,0.473,0.215,148.005
Canada,7LR85XLWw2yXqKBSI5brbG,Run This Town,77.0,0.632,0.924,0.281,0.263,86.844
Canada,0NTMtAO2BV4tnGvw9EgBVq,Bitch Better Have My Money,76.0,0.781,0.728,0.0509,0.257,102.99
Canada,5mHdCZtVyb4DcJw8799hZp,Escapism.,73.0,0.538,0.742,0.138,0.0934,96.107
Canada,1z9kQ14XBSN0r2v6fx4IdG,Diamonds,72.0,0.564,0.71,0.00125,0.109,91.972
Canada,3iBgrkexCzVuPy4O9vx7Mf,Glue Song,71.0,0.62,0.409,0.77,0.105,113.946
Canada,1zv3WFUbZ5vPxFq9I2jAU1,We Found Love,57.0,0.734,0.766,0.025,0.108,127.986
Canada,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,8.0,0.697,0.802,0.0988,0.0614,139.951
Chile,19sodmNrtcRrRHVTnzhtsZ,Como Tu Ninguna - Remix,69.0,0.842,0.536,0.113,0.255,109.992
Chile,6OsU20ogLqpSbNGAbMY9se,Lealtad,66.0,0.828,0.546,0.0485,0.207,98.019
Chile,7Am9Us7Lub64dgaJ3jCeL7,Con Puras de 25,65.0,0.871,0.638,0.0471,0.0178,99.956
Chile,5zRPfjD3qUsog7tAcAMpWr,Los Rockstars,58.0,0.461,0.706,0.0531,0.335,96.879
Chile,6YNzvCsLwAJ4xZjdK9qk3r,"Te Extraño a Lo Vio (feat. Balbi El Chamako, Bayron Fire, Bayriton, Tommy Boysen, Gringuitos Records, El Rey) - Remix",46.0,0.734,0.728,0.138,0.116,93.996
Colombia,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,89.0,0.911,0.712,0.0901,0.0933,92.005
Colombia,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,88.0,0.65,0.715,0.0993,0.126,106.672
Colombia,5NxhMcHSVY3Z7ykWxZf3aj,En La De Ella,80.0,0.816,0.77,0.0798,0.118,96.99
Colombia,69Ej1xrGjOcHvIMtMKxK0G,Dile,79.0,0.817,0.714,0.184,0.042,94.001
Colombia,1aUq8rjW1EwkAkMri4VfJy,LOKERA,73.0,0.836,0.826,0.213,0.0814,102.025
Colombia,44Gd0fsaqfM814xSWqgTe4,AP,59.0,0.514,0.607,0.238,0.125,87.915
Costa Rica,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,89.0,0.911,0.712,0.0901,0.0933,92.005
Costa Rica,1aUq8rjW1EwkAkMri4VfJy,LOKERA,73.0,0.836,0.826,0.213,0.0814,102.025
Denmark,26b3oVLrRUaaybJulow9kz,People,85.0,0.573,0.422,0.551,0.102,124.357
Denmark,5mHdCZtVyb4DcJw8799hZp,Escapism.,73.0,0.538,0.742,0.138,0.0934,96.107
Denmark,0Bz7sidJkrYTnEQoYSxU0C,Breaking My Heart,52.0,0.591,0.75,0.0519,0.102,194.151
Denmark,4vmpWGyqItUCOwFlJLjyw1,Endnu En Krig (feat. Lasse Skriver),51.0,0.656,0.43,0.647,0.184,132.314
Denmark,6CXEE50UwavPX2ExFa26EY,I Dette Sekund,49.0,0.475,0.316,0.709,0.126,176.546
Denmark,2hWfh8N03w8gRnSMJZyuiO,Sig Det Igen,47.0,0.705,0.887,0.128,0.128,162.0
Denmark,3AlyvahmhKPbi1vMnalfXe,Sut,15.0,0.886,0.831,0.0562,0.0798,131.127
Ecuador,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,89.0,0.911,0.712,0.0901,0.0933,92.005
Ecuador,2JPLbjOn0wPCngEot2STUS,Yonaguni,82.0,0.644,0.648,0.276,0.135,179.951
Ecuador,6odrHMSLjP3aOXC4ipKUC6,La Bebe,78.0,0.775,0.465,0.609,0.114,169.781
Ecuador,1aUq8rjW1EwkAkMri4VfJy,LOKERA,73.0,0.836,0.826,0.213,0.0814,102.025
Estonia,6UN73IYd0hZxLi8wFPMQij,Players,86.0,0.954,0.516,0.03,0.0504,105.001
Estonia,2ksyzVfU0WJoBpu8otr4pz,METAMORPHOSIS,85.0,0.593,0.641,0.426,0.122,175.014
Estonia,373gDROnujxNTFa1FojYIl,Lost,80.0,0.596,0.798,0.00412,0.338,105.01
Estonia,5mHdCZtVyb4DcJw8799hZp,Escapism.,73.0,0.538,0.742,0.138,0.0934,96.107
Estonia,3pvzk44kwy8u46wtglCKzd,Bridges,47.0,0.589,0.47,0.844,0.139,139.83
Estonia,1k2SmfxevBCq4Gti0LhDfT,Venom,46.0,0.259,0.738,0.0023,0.371,82.913
Estonia,3Fv30jj4a0aS2blKks2Al5,Kõik Mis Sa Teed,36.0,0.646,0.83,0.000683,0.575,123.991
Estonia,7IK25tcCFFqkU08EbTRxsc,Kiri külmkapi peal,35.0,0.546,0.891,0.00793,0.116,157.076
Estonia,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,8.0,0.697,0.802,0.0988,0.0614,139.951
Finland,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,87.0,0.696,0.809,0.252,0.248,132.962
Finland,373gDROnujxNTFa1FojYIl,Lost,80.0,0.596,0.798,0.00412,0.338,105.01
Finland,5mHdCZtVyb4DcJw8799hZp,Escapism.,73.0,0.538,0.742,0.138,0.0934,96.107
Finland,1Myk7vkJ2IZm88Vt9IC21u,Hoida mut,59.0,0.548,0.837,0.00325,0.222,163.427
Finland,2AJ6rvmP2r9015CgO4bFG6,annoin mun sydämen - sped up,51.0,0.704,0.798,0.0914,0.22,150.36
Finland,3STatpBP2zJ1CTca7PRSKp,Viimeisiä sanoja,50.0,0.65,0.823,0.00517,0.0922,148.019
France,6UN73IYd0hZxLi8wFPMQij,Players,86.0,0.954,0.516,0.03,0.0504,105.001
France,0z3bi63SNZ5ylyHOzb81Uq,PETETE,69.0,0.752,0.669,0.167,0.0795,155.997
France,4serT1J6lu8eTsMMG9VhF8,Cadeau (feat. Tiakola),68.0,0.864,0.595,0.52,0.0689,119.077
France,7A2DyRIqqelhZ4caPJMaFI,Urus,64.0,0.71,0.712,0.0297,0.0975,162.106
France,7dISpxgINJOQSuXUTEfB9x,Secret,62.0,0.643,0.276,0.901,0.114,149.503
France,3ejjmzEsUfObGdmmQRVmM2,Qui sait ? (feat. ElGrandeToto),61.0,0.534,0.624,0.712,0.112,87.786
France,4ADpAtaW3KB2cRtkVPlLgv,Carry Me,50.0,0.513,0.489,0.279,0.0871,96.8
France,2doTFAqat5o4dbFq9qUuLT,Maybach,49.0,0.51,0.467,0.518,0.0719,189.017
France,0xiMdJVrFh8Al0dRowFu76,Opaque,41.0,0.876,0.532,0.235,0.132,127.985
France,6zJejIfVYLgjud3lTk4DLB,SNAP,28.0,0.565,0.636,0.107,0.447,170.01
France,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,8.0,0.697,0.802,0.0988,0.0614,139.951
Germany,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,0.644,0.735,0.0521,0.161,88.98
Germany,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,87.0,0.696,0.809,0.252,0.248,132.962
Germany,4HkRGYJYn1Y99uXpqTyOI6,Au Revoir,71.0,0.673,0.603,0.473,0.203,119.923
Germany,6bwKe4LzFLvoXRYtHpims4,Ewa Zina,68.0,0.841,0.338,0.321,0.0976,95.01
Germany,3GGgcGLYrrpMENcwmsWvbM,Matador,65.0,0.752,0.743,0.478,0.0939,98.885
Germany,07gGSxcPN5iEnszYgtx73S,Sie,64.0,0.679,0.751,0.0308,0.0665,97.982
Germany,0eawqqWr7RvuJZRiKHUd3R,Blocckind (feat. VOLO & Hanybal),62.0,0.906,0.741,0.0226,0.0804,100.038
Germany,28eI53WyFJVjjQwSnWTh9K,Broker,61.0,0.769,0.637,0.386,0.111,160.01
Germany,7AAcQMV6Uw3YXt9TTx4b6r,Nie mehr Fastelovend,59.0,0.65,0.821,0.00658,0.284,139.96
Germany,3DQ4U7YOBorXDyaGraMBE7,Kölsche Jung - Party Edit,58.0,0.599,0.992,0.0128,0.383,138.105
Germany,7Ifj0WCBgX5uisabg3GkDm,Guten Morgen Barbarossaplatz,56.0,0.888,0.696,0.113,0.707,104.073
Germany,4tNwc7jQ5eqWFGDlX8YBtT,"Viva Colonia (Da simmer dabei, dat is prima!)",55.0,0.567,0.843,0.063,0.241,128.081
Germany,6te4u5fA8mtW1DYoB9YV4t,Leev Marie,54.0,0.56,0.937,0.00162,0.213,147.985
Germany,5qEyqquRgKxpv0VKvcNXbC,Tschingderassabum,53.0,0.584,0.687,0.0607,0.35,157.618
Germany,25lkWy6ZVqWJjKdwRmrig7,Su lang mer noch am Lääve sin,6.0,0.436,0.888,0.148,0.222,180.254
Global,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,0.684,0.607,0.0267,0.191,81.001
Global,6UN73IYd0hZxLi8wFPMQij,Players,86.0,0.954,0.516,0.03,0.0504,105.001
Global,59uQI0PADDKeE6UZDTJEe8,Last Night,84.0,0.517,0.675,0.459,0.151,203.853
Global,567e29TDzLwZwfDuEpGTwo,STAY (with Justin Bieber),80.0,0.591,0.764,0.0383,0.103,169.928
Global,5mHdCZtVyb4DcJw8799hZp,Escapism.,73.0,0.538,0.742,0.138,0.0934,96.107
Global,1zv3WFUbZ5vPxFq9I2jAU1,We Found Love,57.0,0.734,0.766,0.025,0.108,127.986
Global,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,8.0,0.697,0.802,0.0988,0.0614,139.951
Greece,5btENPtD4TAjRGkC4IXafe,Epiloges,59.0,0.552,0.433,0.32,0.0706,150.608
Greece,1OGTkqFF8EmYZvDLuHAXsw,AMOR,58.0,0.772,0.749,0.233,0.111,121.976
Greece,1bPzfHjRXPvoyWaL5ZOmZE,Oulala,52.0,0.725,0.758,0.185,0.0992,112.008
Greece,7ATav6YyDdbHnEJ4ALXjpj,Tutorial,51.0,0.738,0.6,0.407,0.156,130.009
Greece,1zVSvXZbu4P5JTUzM3PmlZ,TIRANA,50.0,0.862,0.688,0.0149,0.65,141.994
Greece,2LHUIYOsCZ19mDp2xRxj1u,Parallili Agapi,45.0,0.685,0.536,0.389,0.0642,129.083
Guatemala,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,89.0,0.911,0.712,0.0901,0.0933,92.005
Guatemala,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,83.0,0.754,0.646,0.152,0.108,176.089
Guatemala,3gfSH9aYZbyGjdmbeoWliw,Siempre Pendientes,78.0,0.774,0.748,0.331,0.126,135.929
Guatemala,1aUq8rjW1EwkAkMri4VfJy,LOKERA,73.0,0.836,0.826,0.213,0.0814,102.025
Guatemala,0kzN7YAMSbmlHOvxlbQW9y,Di Que Si,72.0,0.57,0.589,0.0753,0.0582,182.318
Hong Kong,72OVnXDzugvrCU25lMi9au,"如果可以 - 電影""月老""主題曲",66.0,0.54,0.54,0.241,0.351,74.969
Hong Kong,3mVO7XaN9ULGNuXteiCOz3,再見 寧靜海,64.0,0.466,0.471,0.5,0.113,146.879
Hong Kong,1Pt5syTlJvn3FOqAET84WF,2nd Favourite 第二最愛,53.0,0.824,0.475,0.213,0.0978,111.029
Hong Kong,2jxqkUylLlJl7p45bFbH9u,懷舊金曲之夜,41.0,0.495,0.654,0.0617,0.108,142.03
Hong Kong,5oJgKQOjypEUqBHnKCfAZs,世一 (不可一世) [feat. Kiri T],39.0,0.407,0.551,0.767,0.11,142.019
Hong Kong,5e2rRSrFrisB661ithWQlF,My Secret Park,37.0,0.601,0.762,0.421,0.142,74.991
Hungary,3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),82.0,0.607,0.767,0.118,0.122,123.998
Hungary,373gDROnujxNTFa1FojYIl,Lost,80.0,0.596,0.798,0.00412,0.338,105.01
Hungary,5mHdCZtVyb4DcJw8799hZp,Escapism.,73.0,0.538,0.742,0.138,0.0934,96.107
Hungary,4JcDCN9MbUoLq1pmVV92su,21,50.0,0.771,0.568,0.158,0.129,98.971
Hungary,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,8.0,0.697,0.802,0.0988,0.0614,139.951
Iceland,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,0.684,0.607,0.0267,0.191,81.001
Iceland,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,87.0,0.696,0.809,0.252,0.248,132.962
Iceland,2ENexcMEMsYk0rVJigVD3i,Only Girl (In The World),79.0,0.789,0.706,0.112,0.0586,125.911
Iceland,7LR85XLWw2yXqKBSI5brbG,Run This Town,77.0,0.632,0.924,0.281,0.263,86.844
Iceland,0NTMtAO2BV4tnGvw9EgBVq,Bitch Better Have My Money,76.0,0.781,0.728,0.0509,0.257,102.99
Iceland,5mHdCZtVyb4DcJw8799hZp,Escapism.,73.0,0.538,0.742,0.138,0.0934,96.107
Iceland,1zv3WFUbZ5vPxFq9I2jAU1,We Found Love,57.0,0.734,0.766,0.025,0.108,127.986
Iceland,5XEio4NtFaSbqM8X7NQz0R,Á Heilanum,27.0,0.608,0.599,0.0572,0.141,175.495
Iceland,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,8.0,0.697,0.802,0.0988,0.0614,139.951
India,26b3oVLrRUaaybJulow9kz,People,85.0,0.573,0.422,0.551,0.102,124.357
India,2FCXQHugkoHE1K3tiDu8pu,"Agar Tum Saath Ho (From ""Tamasha"")",71.0,0.562,0.519,0.557,0.172,122.925
India,2vPrBucKCfKmafHhSfJ2pt,"Pyaar Hota Kayi Baar Hai (From ""Tu Jhoothi Main Makkaar"")",63.0,0.772,0.767,0.138,0.557,122.024
India,0QT9B8Yfrz0vi66oXMrKJg,"Character Dheela 2.0 (From ""Shehzada"")",61.0,0.841,0.863,0.00332,0.111,111.955
India,0MbOLfDcGk8ROHJYXJHu5c,Players,56.0,0.833,0.678,0.464,0.107,109.969
India,2iyTnMsdMPOLXHgdXWIfWY,52 bars,0.0,0.422,0.792,0.00108,0.356,164.169
Indonesia,6raMBnVBIvvUngMLyDdzyP,Rumah Singgah,66.0,0.46,0.228,0.719,0.107,78.115
Indonesia,2AaaE0qvFWtyT8srKNfRhH,Komang,39.0,0.696,0.412,0.415,0.1,133.913
Ireland,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,89.0,0.561,0.52,0.0503,0.355,153.15
Ireland,2ENexcMEMsYk0rVJigVD3i,Only Girl (In The World),79.0,0.789,0.706,0.112,0.0586,125.911
Ireland,7LR85XLWw2yXqKBSI5brbG,Run This Town,77.0,0.632,0.924,0.281,0.263,86.844
Ireland,559SdaPI7mqy9IQiscuaMj,Sure Thing - Sped Up,76.0,0.753,0.458,0.0812,0.209,105.057
Ireland,1wTopxO5eQBpxrBXPSbsUn,A&W,71.0,0.416,0.248,0.647,0.113,161.667
Ireland,1zv3WFUbZ5vPxFq9I2jAU1,We Found Love,57.0,0.734,0.766,0.025,0.108,127.986
Ireland,1uN0f4NqMDcReSwXO6PLuG,Where Have You Been,50.0,0.719,0.847,0.00201,0.223,127.963
Ireland,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,8.0,0.697,0.802,0.0988,0.0614,139.951
Israel,5mHdCZtVyb4DcJw8799hZp,Escapism.,73.0,0.538,0.742,0.138,0.0934,96.107
Israel,2XNXcmwubbt8MJYlQRb4V2,אינטלקטוערס (Prod. By Triangle),53.0,0.782,0.659,0.449,0.36,118.021
Israel,4b5dVRUzTCy0ngxobUX2DG,חורף בחלון,46.0,0.596,0.432,0.537,0.171,122.0
Israel,6EUHRgL59SPenygocr5G9j,כלום,44.0,0.683,0.525,0.274,0.159,169.927
Israel,6uCZdJ3p3hrfi6mRKVtt7k,תראי אהובתי,43.0,0.38,0.636,0.271,0.186,86.835
Israel,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,8.0,0.697,0.802,0.0988,0.0614,139.951
Italy,0D3QZNAMH2d5MFkVlebo6h,Non lo Sai,75.0,0.585,0.678,0.106,0.139,127.959
Italy,39jxR2xnmcBbkdPX9oNzsI,Bellissima,71.0,0.635,0.95,0.00985,0.0529,148.006
Italy,50DsGEqRiQr6KdEYi0NuSP,s!r! (feat. Lazza & Sfera Ebbasta),68.0,0.669,0.737,0.404,0.182,149.926
Italy,32XKm4CJzVNRUCzkhQoX13,Se poi domani,66.0,0.359,0.466,0.153,0.111,200.629
Italy,6bJxP5gopwdVifrLIu17ox,Lasciami,65.0,0.426,0.491,0.0259,0.258,136.017
Italy,0T8x9t5OQmYQAuyUPJCCAD,Ricordi,63.0,0.684,0.665,0.12,0.153,135.011
